Date,Name of the stocks,Transaction Price,Event(Sell/Buy),Total Units
2020-08-26,TATAMOTORS.NS,130.5,BUY,84749.0
2020-08-26,TATAMOTORS.NS,Close,SELL,84749.0
2020-09-01,BHARTIARTL.NS,517.5,BUY,21454.0
2020-09-01,BHARTIARTL.NS,Close,SELL,21454.0
2020-09-10,RELIANCE.NS,2183.10009765625,BUY,5099.0
2020-09-10,RELIANCE.NS,Close,SELL,5099.0
2020-09-14,GSPL.NS,202.6999969482422,BUY,55308.0
2020-09-14,GSPL.NS,Close,SELL,55308.0
2020-09-18,DRREDDY.NS,5000.0,BUY,2255.0
2020-09-18,DRREDDY.NS,Close,SELL,2255.0
2020-09-28,LAURUSLABS.NS,271.0,BUY,42172.0
2020-09-28,LAURUSLABS.NS,Close,SELL,42172.0
2020-10-05,LAURUSLABS.NS,277.0,BUY,42257.0
2020-10-05,LAURUSLABS.NS,Close,SELL,42257.0
2020-10-16,JSWSTEEL.NS,291.5,BUY,40695.0
2020-10-16,JSWSTEEL.NS,Close,SELL,40695.0
2020-11-05,SAIL.BO,35.29999923706055,BUY,340664.0
2020-11-05,SAIL.BO,Close,SELL,340664.0
2020-11-11,LAURUSLABS.NS,252.0,BUY,49122.0
2020-11-11,LAURUSLABS.NS,Close,SELL,49122.0
2020-11-18,TATAMOTORS.NS,158.85000610351562,BUY,82918.0
2020-11-18,TATAMOTORS.NS,Close,SELL,82918.0
2020-11-26,JSWSTEEL.NS,338.5,BUY,40375.0
2020-11-26,SAIL.BO,43.0,BUY,2.0
2020-11-26,JSWSTEEL.NS,Close,SELL,40375.0
2020-11-26,SAIL.BO,Close,SELL,2.0
2020-11-27,LAURUSLABS.NS,292.6499938964844,BUY,47079.0
2020-11-27,LAURUSLABS.NS,Close,SELL,47079.0
2020-12-03,JSWENERGY.BO,63.29999923706055,BUY,223872.0
2020-12-03,JSWENERGY.BO,Close,SELL,223872.0
2020-12-08,YESBANK.NS,16.0,BUY,939111.0
2020-12-08,YESBANK.NS,Close,SELL,939111.0
2020-12-30,SAIL.BO,64.9000015258789,BUY,237816.0
2020-12-30,SAIL.BO,Close,SELL,237816.0
2020-12-31,SAIL.BO,69.4000015258789,BUY,226739.0
2020-12-31,SAIL.BO,Close,SELL,226739.0
2021-01-11,TATAMOTORS.NS,199.89999389648438,BUY,79846.0
2021-01-11,TATAMOTORS.NS,Close,SELL,79846.0
2021-01-12,JSWENERGY.BO,67.44999694824219,BUY,248142.0
2021-01-12,JSWENERGY.BO,Close,SELL,248142.0
2021-01-15,TATAMOTORS.NS,246.0,BUY,71678.0
2021-01-15,TATAMOTORS.NS,Close,SELL,71678.0
2021-01-20,TATAMOTORS.NS,260.0,BUY,68173.0
2021-01-20,TATAMOTORS.NS,Close,SELL,68173.0
2021-02-01,SBIN.NS,285.1000061035156,BUY,62447.0
2021-02-01,SAIL.BO,58.70000076293945,BUY,3.0
2021-02-01,SBIN.NS,Close,SELL,62447.0
2021-02-01,SAIL.BO,Close,SELL,3.0
2021-02-02,TATAMOTORS.NS,293.6000061035156,BUY,62780.0
2021-02-02,TATAMOTORS.NS,Close,SELL,62780.0
2021-02-04,SBIN.NS,334.3999938964844,BUY,57430.0
2021-02-04,SBIN.NS,Close,SELL,57430.0
2021-02-08,TATAMOTORS.NS,318.75,BUY,60780.0
2021-02-08,TATAMOTORS.NS,Close,SELL,60780.0
2021-02-11,JSWENERGY.BO,73.5,BUY,263920.0
2021-02-11,JSWENERGY.BO,Close,SELL,263920.0
2021-02-18,GSPL.NS,242.0,BUY,80604.0
2021-02-18,GSPL.NS,Close,SELL,80604.0
2021-02-26,SAIL.BO,72.3499984741211,BUY,274547.0
2021-02-26,SAIL.BO,Close,SELL,274547.0
2021-03-02,JSWENERGY.BO,76.30000305175781,BUY,261503.0
2021-03-02,JSWENERGY.BO,Close,SELL,261503.0
2021-03-04,GSPL.NS,275.0,BUY,78051.0
2021-03-04,GSPL.NS,Close,SELL,78051.0
2021-03-08,JSWENERGY.BO,82.1500015258789,BUY,266313.0
2021-03-08,JSWENERGY.BO,Close,SELL,266313.0
2021-03-19,LAURUSLABS.NS,340.0,BUY,64812.0
2021-03-19,LAURUSLABS.NS,Close,SELL,64812.0
2021-03-30,YESBANK.NS,14.149999618530273,BUY,1566918.0
2021-03-30,YESBANK.NS,Close,SELL,1566918.0
2021-04-01,JSWSTEEL.NS,470.54998779296875,BUY,51564.0
2021-04-01,SAIL.BO,79.5,BUY,3.0
2021-04-01,JSWSTEEL.NS,Close,SELL,51564.0
2021-04-01,SAIL.BO,Close,SELL,3.0
2021-04-08,JSWSTEEL.NS,572.0,BUY,43569.0
2021-04-08,JSWSTEEL.NS,Close,SELL,43569.0
2021-04-09,JSWENERGY.BO,89.9000015258789,BUY,282739.0
2021-04-09,JSWENERGY.BO,Close,SELL,282739.0
2021-04-13,TATAMOTORS.NS,287.25,BUY,93648.0
2021-04-13,SAIL.BO,85.0,BUY,1.0
2021-04-13,TATAMOTORS.NS,Close,SELL,93648.0
2021-04-13,SAIL.BO,Close,SELL,1.0
2021-04-19,JSWENERGY.BO,95.0,BUY,283614.0
2021-04-19,JSWENERGY.BO,Close,SELL,283614.0
2021-04-22,SAIL.BO,88.5,BUY,305206.0
2021-04-22,SAIL.BO,Close,SELL,305206.0
2021-04-26,SAIL.BO,94.8499984741211,BUY,287347.0
2021-04-26,SAIL.BO,Close,SELL,287347.0
2021-04-29,JSWSTEEL.NS,672.0,BUY,40825.0
2021-04-29,SAIL.BO,104.94999694824219,BUY,1.0
2021-04-29,JSWSTEEL.NS,Close,SELL,40825.0
2021-04-29,SAIL.BO,Close,SELL,1.0
2021-04-30,SAIL.BO,111.19999694824219,BUY,253385.0
2021-04-30,SAIL.BO,Close,SELL,253385.0
2021-05-03,BHARTIARTL.NS,530.0,BUY,54252.0
2021-05-03,YESBANK.NS,12.850000381469727,BUY,2.0
2021-05-03,BHARTIARTL.NS,Close,SELL,54252.0
2021-05-03,YESBANK.NS,Close,SELL,2.0
2021-05-05,JSWENERGY.BO,111.80000305175781,BUY,257628.0
2021-05-05,JSWENERGY.BO,Close,SELL,257628.0
2021-05-07,SAIL.BO,136.89999389648438,BUY,213192.0
2021-05-07,SAIL.BO,Close,SELL,213192.0
2021-05-28,RELIANCE.NS,1990.0,BUY,14681.0
2021-05-28,RELIANCE.NS,Close,SELL,14681.0
2021-06-01,JSWENERGY.BO,118.9000015258789,BUY,245721.0
2021-06-01,JSWENERGY.BO,Close,SELL,245721.0
2021-06-04,GSPL.NS,290.0,BUY,101182.0
2021-06-04,GSPL.NS,Close,SELL,101182.0
2021-06-07,YESBANK.NS,13.850000381469727,BUY,2138301.0
2021-06-07,YESBANK.NS,Close,SELL,2138301.0
2021-06-08,LAURUSLABS.NS,575.0,BUY,53169.0
2021-06-08,LAURUSLABS.NS,Close,SELL,53169.0
2021-06-16,JSWENERGY.BO,155.85000610351562,BUY,197311.0
2021-06-16,JSWENERGY.BO,Close,SELL,197311.0
2021-06-29,JSWENERGY.BO,151.25,BUY,204486.0
2021-06-29,JSWENERGY.BO,Close,SELL,204486.0
2021-07-15,JSWENERGY.BO,174.0,BUY,181255.0
2021-07-15,JSWENERGY.BO,Close,SELL,181255.0
2021-07-22,JSWENERGY.BO,203.89999389648438,BUY,159356.0
2021-07-22,JSWENERGY.BO,Close,SELL,159356.0
2021-07-23,JSWENERGY.BO,220.89999389648438,BUY,148887.0
2021-07-23,JSWENERGY.BO,Close,SELL,148887.0
2021-07-28,BHARTIARTL.NS,539.5,BUY,63170.0
2021-07-28,BHARTIARTL.NS,Close,SELL,63170.0
2021-07-30,LAURUSLABS.NS,600.0,BUY,56801.0
2021-07-30,LAURUSLABS.NS,Close,SELL,56801.0
2021-08-12,JSWENERGY.BO,225.14999389648438,BUY,153747.0
2021-08-12,JSWENERGY.BO,Close,SELL,153747.0
2021-08-24,LAURUSLABS.NS,637.4000244140625,BUY,54870.0
2021-08-24,LAURUSLABS.NS,Close,SELL,54870.0
2021-08-25,JSWENERGY.BO,211.60000610351562,BUY,165482.0
2021-08-25,JSWENERGY.BO,Close,SELL,165482.0
2021-08-31,BHARTIARTL.NS,626.0499877929688,BUY,56939.0
2021-08-31,BHARTIARTL.NS,Close,SELL,56939.0
2021-09-14,YESBANK.NS,11.100000381469727,BUY,3236041.0
2021-09-14,YESBANK.NS,Close,SELL,3236041.0
2021-09-15,NTPC.NS,116.0,BUY,329950.0
2021-09-15,NTPC.NS,Close,SELL,329950.0
2021-09-16,YESBANK.NS,12.949999809265137,BUY,3006245.0
2021-09-16,YESBANK.NS,Close,SELL,3006245.0
2021-09-21,JSWSTEEL.NS,633.25,BUY,66296.0
2021-09-21,JSWSTEEL.NS,Close,SELL,66296.0
2021-09-28,JSWENERGY.BO,347.8999938964844,BUY,121102.0
2021-09-28,JSWENERGY.BO,Close,SELL,121102.0
2021-09-29,NTPC.NS,131.39999389648438,BUY,321283.0
2021-09-29,NTPC.NS,Close,SELL,321283.0
2021-10-07,TATAMOTORS.NS,341.1000061035156,BUY,125854.0
2021-10-07,TATAMOTORS.NS,Close,SELL,125854.0
2021-10-11,TATAMOTORS.NS,390.1499938964844,BUY,115378.0
2021-10-11,TATAMOTORS.NS,Close,SELL,115378.0
2021-10-13,TATAMOTORS.NS,462.8999938964844,BUY,98445.0
2021-10-13,TATAMOTORS.NS,Close,SELL,98445.0
2021-11-01,GSPL.NS,304.75,BUY,155559.0
2021-11-01,GSPL.NS,Close,SELL,155559.0
2021-11-15,LAURUSLABS.NS,453.0,BUY,105584.0
2021-11-15,LAURUSLABS.NS,Close,SELL,105584.0
2021-11-23,JSWENERGY.BO,283.0,BUY,174044.0
2021-11-23,JSWENERGY.BO,Close,SELL,174044.0
2021-11-25,LAURUSLABS.NS,505.5,BUY,101004.0
2021-11-25,LAURUSLABS.NS,Close,SELL,101004.0
2021-12-02,JSWENERGY.BO,300.0,BUY,171134.0
2021-12-02,JSWENERGY.BO,Close,SELL,171134.0
2022-01-28,LAURUSLABS.NS,440.0,BUY,117185.0
2022-01-28,LAURUSLABS.NS,Close,SELL,117185.0
2022-02-15,TATAMOTORS.NS,476.1499938964844,BUY,116855.0
2022-02-15,TATAMOTORS.NS,Close,SELL,116855.0
2022-02-25,JSWENERGY.BO,311.95001220703125,BUY,179356.0
2022-02-25,JSWENERGY.BO,Close,SELL,179356.0
2022-02-28,JSWSTEEL.NS,591.5,BUY,95953.0
2022-02-28,JSWSTEEL.NS,Close,SELL,95953.0
2022-03-07,BHARTIARTL.NS,640.0,BUY,89368.0
2022-03-07,BHARTIARTL.NS,Close,SELL,89368.0
2022-03-09,RELIANCE.NS,2236.0,BUY,25644.0
2022-03-09,RELIANCE.NS,Close,SELL,25644.0
2022-04-06,YESBANK.NS,13.0,BUY,4411665.0
2022-04-06,YESBANK.NS,Close,SELL,4411665.0
2022-04-18,NTPC.NS,154.89999389648438,BUY,397733.0
2022-04-18,NTPC.NS,Close,SELL,397733.0
2022-05-17,JSWENERGY.BO,254.14999389648438,BUY,242630.0
2022-05-17,JSWENERGY.BO,Close,SELL,242630.0
2022-05-20,DRREDDY.NS,3975.0,BUY,15920.0
2022-05-20,JSWENERGY.BO,270.1000061035156,BUY,5.0
2022-05-20,DRREDDY.NS,Close,SELL,15920.0
2022-05-20,JSWENERGY.BO,Close,SELL,5.0
2022-05-23,JSWENERGY.BO,294.0,BUY,218588.0
2022-05-23,JSWENERGY.BO,Close,SELL,218588.0
2022-06-21,JSWENERGY.BO,197.0,BUY,326825.0
2022-06-21,JSWENERGY.BO,Close,SELL,326825.0
2022-07-11,JSWENERGY.BO,212.1999969482422,BUY,308655.0
2022-07-11,JSWENERGY.BO,Close,SELL,308655.0
2022-07-27,LAURUSLABS.NS,485.95001220703125,BUY,136881.0
2022-07-27,YESBANK.NS,13.75,BUY,15.0
2022-07-27,LAURUSLABS.NS,Close,SELL,136881.0
2022-07-27,YESBANK.NS,Close,SELL,15.0
2022-08-01,TATAMOTORS.NS,451.95001220703125,BUY,147833.0
2022-08-01,TATAMOTORS.NS,Close,SELL,147833.0
2022-08-02,JSWENERGY.BO,247.9499969482422,BUY,271423.0
2022-08-02,YESBANK.NS,15.399999618530273,BUY,15.0
2022-08-02,JSWENERGY.BO,Close,SELL,271423.0
2022-08-02,YESBANK.NS,Close,SELL,15.0
2022-08-08,JSWENERGY.BO,286.54998779296875,BUY,235761.0
2022-08-08,JSWENERGY.BO,Close,SELL,235761.0
2022-08-12,GSPL.NS,233.5500030517578,BUY,298966.0
2022-08-12,GSPL.NS,Close,SELL,298966.0
2022-08-23,JSWENERGY.BO,300.04998779296875,BUY,233755.0
2022-08-23,JSWENERGY.BO,Close,SELL,233755.0
2022-08-30,JSWENERGY.BO,316.1000061035156,BUY,224245.0
2022-08-30,JSWENERGY.BO,Close,SELL,224245.0
2022-09-09,GSPL.NS,239.64999389648438,BUY,303171.0
2022-09-09,GSPL.NS,Close,SELL,303171.0
2022-09-19,JSWENERGY.BO,326.8500061035156,BUY,223819.0
2022-09-19,JSWENERGY.BO,Close,SELL,223819.0
2022-10-06,JSWENERGY.BO,301.5,BUY,243340.0
2022-10-06,JSWENERGY.BO,Close,SELL,243340.0
2022-11-24,GSPL.NS,239.0,BUY,319822.0
2022-11-24,GSPL.NS,Close,SELL,319822.0
2022-11-25,GSPL.NS,264.0,BUY,299746.0
2022-11-25,GSPL.NS,Close,SELL,299746.0
2022-12-09,YESBANK.NS,17.700000762939453,BUY,4485352.0
2022-12-09,YESBANK.NS,Close,SELL,4485352.0
2022-12-12,YESBANK.NS,19.950000762939453,BUY,4207687.0
2022-12-12,YESBANK.NS,Close,SELL,4207687.0
2022-12-13,YESBANK.NS,21.5,BUY,3922934.0
2022-12-13,YESBANK.NS,Close,SELL,3922934.0
2022-12-26,JSWENERGY.BO,250.10000610351562,BUY,356883.0
2022-12-26,YESBANK.NS,17.600000381469727,BUY,7.0
2022-12-26,JSWENERGY.BO,Close,SELL,356883.0
2022-12-26,YESBANK.NS,Close,SELL,7.0
